Creator,Citation Name,Type,Date modified,See with EMA,status
LeMee,": Sohier. Missa Vidi speciosam (Credo) 
: Lupi. Vidi speciosam sicut columbam","Transformation (mechanical) 
Transformation (non
mechanical)",2017-07-07T18:35:48,EMA,valid  invalid
LeMee,": Sohier. Missa Vidi speciosam (Credo) 
: Lupi. Vidi speciosam sicut columbam","Transformation (non
mechanical) 
New Material",2017-07-07T18:34:51,EMA,valid  invalid
LeMee,": Sohier. Missa Vidi speciosam (Credo) 
: Lupi. Vidi speciosam sicut columbam","Quotation 
Transformation (mechanical) 
Transformation (non
mechanical)",2017-07-07T18:33:57,EMA,valid  invalid
LeMee,": Sohier. Missa Vidi speciosam (Credo) 
: Lupi. Vidi speciosam sicut columbam","Transformation (mechanical) 
Transformation (non
mechanical)",2017-07-07T18:33:10,EMA,valid  invalid
LeMee,": Lupi. Vidi speciosam sicut columbam 
: Sohier. Missa Vidi speciosam (Credo)","Transformation (non
mechanical)",2017-07-07T18:29:37,EMA,valid  invalid
LeMee,": Lupi. Vidi speciosam sicut columbam 
: Sohier. Missa Vidi speciosam (Kyrie)","Transformation (mechanical) 
New Material",2017-07-07T18:23:52,EMA,valid  invalid
LeMee,": Sohier. Missa Vidi speciosam (Credo) 
: Lupi. Vidi speciosam sicut columbam","New Material 
Omission",2017-07-07T16:08:16,EMA,valid  invalid
LeMee,": Sohier. Missa Vidi speciosam (Credo) 
: Lupi. Vidi speciosam sicut columbam","Transformation (non
mechanical)",2017-07-07T15:51:42,EMA,valid  invalid
LeMee,": Sohier. Missa Vidi speciosam (Credo) 
: Lupi. Vidi speciosam sicut columbam","Transformation (non
mechanical)",2017-07-07T15:46:32,EMA,valid  invalid
LeMee,": Sohier. Missa Vidi speciosam (Credo) 
: Lupi. Vidi speciosam sicut columbam",New Material,2017-07-07T15:39:40,EMA,valid  invalid
LeMee,": Sohier. Missa Vidi speciosam (Credo) 
: Lupi. Vidi speciosam sicut columbam",New Material,2017-07-07T09:50:48,EMA,valid  invalid
LeMee,": Sohier. Missa Vidi speciosam (Credo) 
: Lupi. Vidi speciosam sicut columbam","Transformation (non
mechanical)",2017-07-07T09:42:12,EMA,valid  invalid
LeMee,": Sohier. Missa Vidi speciosam (Credo) 
: Lupi. Vidi speciosam sicut columbam","Transformation (mechanical) 
Transformation (non
mechanical)",2017-07-07T09:10:07,EMA,valid  invalid
LeMee,": Lupi. Vidi speciosam sicut columbam 
: Sohier. Missa Vidi speciosam (Credo)","Transformation (mechanical) 
Transformation (non
mechanical)",2017-07-06T16:32:20,EMA,valid  invalid
LeMee,": Lupi. Vidi speciosam sicut columbam 
: Sohier. Missa Vidi speciosam (Credo)","Transformation (non
mechanical)",2017-07-06T15:29:52,EMA,valid  invalid
LeMee,": Lupi. Vidi speciosam sicut columbam 
: Sohier. Missa Vidi speciosam (Credo)","Transformation (non
mechanical)",2017-07-06T15:29:47,EMA,valid  invalid
LeMee,": Lupi. Vidi speciosam sicut columbam 
: Sohier. Missa Vidi speciosam (Credo)",Transformation (mechanical),2017-07-06T15:21:49,EMA,valid  invalid
LeMee,": Lupi. Vidi speciosam sicut columbam 
: Sohier. Missa Vidi speciosam (Credo)","Transformation (mechanical) 
Transformation (non
mechanical)",2017-07-06T15:04:35,EMA,valid  invalid
LeMee,": Lupi. Vidi speciosam sicut columbam 
: Sohier. Missa Vidi speciosam (Kyrie)","Quotation 
Transformation (mechanical)",2017-07-06T13:28:41,EMA,valid  invalid
LeMee,": Lupi. Vidi speciosam sicut columbam 
: Sohier. Missa Vidi speciosam (Kyrie)",Transformation (mechanical),2017-07-06T12:56:29,EMA,valid  invalid
LeMee,": Lupi. Vidi speciosam sicut columbam 
: Sohier. Missa Vidi speciosam (Kyrie)",Transformation (mechanical),2017-07-06T12:56:29,EMA,valid  invalid
LeMee,": Lupi. Vidi speciosam sicut columbam 
: Sohier. Missa Vidi speciosam (Kyrie)",Transformation (mechanical),2017-07-06T12:39:41,EMA,valid  invalid
LeMee,": Lupi. Vidi speciosam sicut columbam 
: Sohier. Missa Vidi speciosam (Kyrie)","Transformation (non
mechanical) 
Omission",2017-07-06T11:01:56,EMA,valid  invalid
LeMee,": Lupi. Vidi speciosam sicut columbam 
: Sohier. Missa Vidi speciosam (Kyrie)",Transformation (mechanical),2017-07-06T10:37:09,EMA,valid  invalid
LeMee,": Sohier. Missa Vidi speciosam (Kyrie) 
: Lupi. Vidi speciosam sicut columbam",Quotation,2017-07-06T10:12:34,EMA,valid  invalid
LeMee,": Sohier. Missa Vidi speciosam (Kyrie) 
: Lupi. Vidi speciosam sicut columbam","Transformation (non
mechanical) 
Omission",2017-07-06T09:46:35,EMA,valid  invalid
LeMee,": Sohier. Missa Vidi speciosam (Kyrie) 
: Lupi. Vidi speciosam sicut columbam",Transformation (mechanical),2017-07-02T20:08:57,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Sanctus)",Omission,2017-08-10T05:35:34,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Sanctus)",Omission,2017-08-10T05:34:35,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Sanctus)","Transformation (mechanical) 
Transformation (non
mechanical)",2017-08-10T05:33:08,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Sanctus)",Omission,2017-08-10T05:27:49,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Sanctus)",Omission,2017-08-10T05:26:16,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Sanctus)",Omission,2017-08-10T05:22:09,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Sanctus)","Transformation (non
mechanical)",2017-08-10T05:20:21,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Sanctus)","Transformation (non
mechanical)",2017-08-10T05:15:01,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Sanctus)","Transformation (non
mechanical)",2017-08-10T03:32:51,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Sanctus)",Transformation (mechanical),2017-08-10T03:30:37,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Sanctus)",Transformation (mechanical),2017-08-10T03:28:42,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Sanctus)","Transformation (non
mechanical)",2017-08-10T03:23:04,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Sanctus)",Transformation (mechanical),2017-08-10T03:21:35,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Sanctus)","Transformation (mechanical) 
Transformation (non
mechanical)",2017-08-10T03:20:28,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Sanctus)","Transformation (mechanical) 
Transformation (non
mechanical)",2017-08-10T03:13:19,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Sanctus)","Transformation (mechanical) 
Transformation (non
mechanical)",2017-08-10T03:09:45,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Gloria)","Transformation (non
mechanical)",2017-08-09T21:30:02,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Gloria)",Omission,2017-08-09T21:28:00,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Gloria)","Transformation (non
mechanical)",2017-08-09T21:26:55,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Gloria)","Transformation (non
mechanical)",2017-08-09T21:21:12,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Gloria)","Transformation (non
mechanical)",2017-08-09T21:18:00,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Gloria)",New Material,2017-08-09T21:10:28,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Gloria)","Transformation (non
mechanical)",2017-08-09T21:08:47,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Gloria)","Transformation (non
mechanical) 
Transformation (mechanical)",2017-08-09T21:04:58,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Gloria)",Omission,2017-08-09T20:58:34,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Gloria)",Omission,2017-08-09T20:56:57,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Gloria)",Omission,2017-08-09T20:54:32,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Gloria)",Omission,2017-08-09T20:53:53,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Gloria)",New Material,2017-08-09T20:50:33,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Gloria)",New Material,2017-08-09T20:49:46,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Gloria)",New Material,2017-08-09T20:46:26,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Gloria)",New Material,2017-08-09T20:44:27,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Gloria)","Transformation (non
mechanical)",2017-08-09T20:42:47,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Gloria)","Transformation (non
mechanical)",2017-08-09T20:38:33,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Gloria)",Quotation,2017-08-09T20:35:07,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Gloria)",Quotation,2017-08-09T20:25:33,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Gloria)","Transformation (mechanical) 
Transformation (non
mechanical)",2017-08-09T20:23:30,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Gloria)",New Material,2017-08-09T20:13:11,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Gloria)",New Material,2017-08-09T20:11:11,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Gloria)","Transformation (mechanical) 
Transformation (non
mechanical)",2017-08-09T20:09:15,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Gloria)",New Material,2017-08-09T20:07:56,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Gloria)",New Material,2017-08-09T20:07:12,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Gloria)","Transformation (non
mechanical)",2017-08-09T20:05:36,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Gloria)",New Material,2017-08-09T19:59:51,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Gloria)",Transformation (mechanical),2017-08-09T19:58:26,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Gloria)","Transformation (non
mechanical)",2017-08-09T19:57:01,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Gloria)",Omission,2017-08-09T19:21:31,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Gloria)",Omission,2017-08-09T19:20:18,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Gloria)",Omission,2017-08-09T19:17:40,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Gloria)",Omission,2017-08-09T19:15:39,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Gloria)",Quotation,2017-08-09T19:13:58,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Gloria)",Transformation (mechanical),2017-08-09T19:12:21,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Gloria)","Transformation (non
mechanical)",2017-08-09T19:08:59,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Gloria)","Transformation (non
mechanical)",2017-08-09T18:46:53,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Gloria)","Transformation (non
mechanical)",2017-08-09T18:44:26,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Gloria)",Omission,2017-08-09T18:38:35,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Gloria)","Transformation (mechanical) 
Transformation (non
mechanical)",2017-08-09T18:36:43,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Gloria)",Transformation (mechanical),2017-08-09T18:32:29,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Gloria)","Transformation (non
mechanical)",2017-08-09T18:25:29,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Gloria)","Transformation (non
mechanical)",2017-08-09T18:19:02,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Gloria)",Omission,2017-08-09T18:17:25,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Gloria)",New Material,2017-08-09T18:14:10,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Gloria)",New Material,2017-08-09T18:11:33,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Gloria)","Transformation (non
mechanical)",2017-08-09T18:08:34,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Gloria)","Transformation (non
mechanical)",2017-08-09T18:02:19,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Gloria)",Quotation,2017-08-09T17:26:57,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Gloria)",Quotation,2017-08-09T17:25:33,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Gloria)",Transformation (mechanical),2017-08-09T17:22:00,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Gloria)","Transformation (mechanical) 
Transformation (non
mechanical)",2017-08-09T17:18:05,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Gloria)",New Material,2017-08-09T17:14:42,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Gloria)","Transformation (mechanical) 
Transformation (non
mechanical)",2017-08-09T17:13:20,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Gloria)","Transformation (non
mechanical) 
Transformation (mechanical)",2017-08-09T17:11:25,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Gloria)","Transformation (mechanical) 
Transformation (non
mechanical)",2017-08-09T17:09:01,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Gloria)","Transformation (non
mechanical)",2017-08-09T17:07:05,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Gloria)","Transformation (non
mechanical)",2017-08-09T17:05:35,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Gloria)","Transformation (mechanical) 
Transformation (non
mechanical)",2017-08-09T16:56:55,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Gloria)","Transformation (non
mechanical)",2017-08-09T16:45:24,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Gloria)",Transformation (mechanical),2017-08-09T16:43:32,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Gloria)",Transformation (mechanical),2017-08-09T16:39:57,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Gloria)","Transformation (mechanical) 
Transformation (non
mechanical)",2017-08-09T16:37:46,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Gloria)",Omission,2017-08-09T16:29:09,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Gloria)",Omission,2017-08-09T16:27:55,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Gloria)",Omission,2017-08-09T16:25:23,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Gloria)",Omission,2017-08-09T16:23:48,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Gloria)",Omission,2017-08-09T16:21:07,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Gloria)",Transformation (mechanical),2017-08-09T16:11:11,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Gloria)","Transformation (non
mechanical)",2017-08-09T16:09:32,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Gloria)","Transformation (non
mechanical)",2017-08-09T16:07:14,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Gloria)",Quotation,2017-08-09T16:03:08,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Gloria)",Quotation,2017-08-09T16:02:27,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Gloria)",Quotation,2017-08-09T15:58:58,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Kyrie)","Transformation (non
mechanical)",2017-08-08T22:09:36,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Kyrie)","Transformation (mechanical) 
Transformation (non
mechanical)",2017-08-08T22:08:22,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Kyrie)",New Material,2017-08-08T22:03:13,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Kyrie)","Transformation (mechanical) 
Transformation (non
mechanical)",2017-08-08T22:01:16,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Kyrie)","Transformation (non
mechanical)",2017-08-08T21:55:46,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Kyrie)",New Material,2017-08-08T21:44:42,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Kyrie)","Transformation (mechanical) 
Transformation (non
mechanical)",2017-08-08T21:42:31,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Kyrie)",Quotation,2017-08-08T21:40:56,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Kyrie)",New Material,2017-08-08T21:36:39,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Kyrie)","Transformation (mechanical) 
Transformation (non
mechanical)",2017-08-08T21:29:28,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Kyrie)","Transformation (non
mechanical)",2017-08-08T21:23:55,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Kyrie)","Transformation (mechanical) 
Transformation (non
mechanical)",2017-08-08T21:15:54,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Kyrie)",New Material,2017-08-08T05:31:13,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Kyrie)","Transformation (non
mechanical)",2017-08-08T05:29:01,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Kyrie)",New Material,2017-08-08T05:15:37,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Kyrie)","Transformation (non
mechanical)",2017-08-08T05:14:00,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Kyrie)",Omission,2017-08-08T04:54:47,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Kyrie)",Omission,2017-08-08T04:45:50,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Kyrie)",Omission,2017-08-08T04:44:57,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Kyrie)",Omission,2017-08-08T04:42:38,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Kyrie)",Omission,2017-08-08T04:34:09,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Kyrie)",Omission,2017-08-08T04:33:12,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Kyrie)",Omission,2017-08-08T04:25:09,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Kyrie)",Omission,2017-08-08T04:16:07,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Kyrie)",Omission,2017-08-08T04:05:21,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Kyrie)",Omission,2017-08-08T04:01:22,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Kyrie)",Omission,2017-08-07T21:16:25,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Kyrie)",New Material,2017-08-07T21:14:12,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Kyrie)","Transformation (mechanical) 
Transformation (non
mechanical)",2017-08-07T21:07:43,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Kyrie)",Omission,2017-08-07T20:27:26,EMA,valid  invalid
Lorenz,": Manchicourt. Quo abiit dilectus tuus 
: Manchicourt. Missa Quo abiit dilectus tuus (Kyrie)",New Material,2017-08-07T20:16:16,EMA,valid  invalid
